#  file: sfRawRanks2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes ranks data for each project. This info 
#  is averaged based on the daily ranks data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, round(avg(rank))
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  rank: the average of ranks for this 60-day period 
proj_unixname	round(avg(rank))
tuxserve	39584
tuxserver	143818
tuxshop	135545
tuxsnort	146773
tuxtables	82843
tuxtalk	71833
tuxtodo	179454
tuxtv	131378
tuxtype	1138
tuxvillage	17832
tuxwordsmith	41986
tuxwriter	35714
tv-plugin	106065
tv2-cms	61120
tvae	150580
tvanytimeapi	46761
tvarka	65009
tvb	103192
tvbb	125243
tvbox	34314
tvcast	118821
tvchooser	114039
tvcom	41696
tvcomm	25489
tvcontrol	21669
tvdb	39298
tvdi-game	106528
tvdinner	60465
tvdlgdsn	127129
tve	176712
tvema-track	0
tvencodeproject	51812
tveprenamer	98043
tver3d	125324
tvez	30553
tvforge	118652
tvfs	22809
tvg	43015
tvgrab	151318
tvguide	35909
tvguide-ppc	28569
tvguide-s60	42718
tvhung	120123
tvi	45014
tvinfodataserv	135061
tvinfotools	99134
tvinternet	121691
tvision	4455
tvk	76414
tvlist	66725
tvlister	147544
tvlistings	25940
tvlive	111724
tvlog	81542
tvmet	17930
tvmill	128744
tvmounts	95960
tvmovie2xmltv	19872
tvonrails	113544
tvout	115819
tvpmail	130793
tvprg	60488
tvprog	177300
tvprogram	83862
tvprogramext	44902
tvpronet	88748
tvrecommend	76364
tvremi	45143
tvremote	0
tvrenamer	100648
tvripper	0
tvscheduler	101989
tvschedulerpro	12394
tvseriesmanager	31401
tvset	108784
tvshow	62809
tvshowrelnorm	81313
tvshows	8535
tvspectre	21993
tvss	80379
tvtime-control	100174
tvtomeparser	74504
tvtoolbar	25675
tvtorrent	134830
tvtracker	114068
tvtray	132957
tvtrss	40460
tvtwm	172519
tvtycoon	36377
tvwallbracket	95927
tw-cms	21355
tw-extension	110083
tw-fora	68186
tw2library	20999
tw98	184194
twa	94479
twaffy	60318
twain	118602
twain-dsm	2799
twain-samples	3245
twainlib	35917
twainmodule	13254
twainnet	169137
twainx	11687
twais	78450
twang	106035
twapi	2694
tware	75895
twas	66288
twb-php	103613
twbigtwo	75192
twbot	129579
twbsdbug	6212
twc	88500
twclaimsysteem	0
twclient	125440
twclone	43172
twcms	120576
twdata	14764
twdynform	151196
twe	66139
tweak	12753
tweak-it	32701
tweak-mywin	107149
tweakblog	0
tweakedbomber	109294
tweakide	132719
tweakit-ng	65183
tweakkey	53356
tweakmaster2k	74741
tweakme	42411
tweakwebj	0
twebs	54945
twedit	76782
tweedy	132890
tweet	71141
tweevoor12	133097
tweevoortwaalf	53734
tweexter	94477
tweezers	33659
tweezerscontrol	100463
twelfthroot	9851
twelfwiki	73386
twelve-swap	13671
twelveways	55489
twengine	56143
twentyonewebos	118649
twepuo	92541
twexter	71608
twf	61517
twfy-australia	104660
twfyjavaapi	99873
twg	75944
twgpa	75791
twgs-toolkit	61180
twgui	73394
twibs	9946
twice	23062
twicker	4547
twiditor	26870
twidoo	28135
twiff	29046
twigger	103981
twiggi	26370
twiggibot	61312
twiki	302
twikiedit	22858
twikiplugins	29606
twikistruts	135241
twilight	53418
twilight-ot	70297
twilight2000	25101
twilightgame	91148
twilightning	132877
twilightportal	38622
twilighttas	147380
twilightviewer	106362
twimu	64838
twin	6734
twin-e	35514
twin-lands	105445
twincling	20297
twind	10714
twine	83182
twineproject	52708
twinkie	118276
twinkle	26161
twinkle-control	122657
twinklemac	56816
twinm	125884
twinserpents	91633
twinshapes	32414
twintext	124011
twinward	79760
twip	55745
twipp	46676
twippi	91193
twipse	104866
twirl	105025
twisanchez	89042
twist	52646
twisted	16399
twisted-life	29293
twistedcms	110977
twistedrpg	35636
twistedsanctum	97529
twistedsnmp	6982
twistedstorage	38129
twister	164007
twisterathome	99288
twisterbb	37796
twistytext	71261
twit	69626
twitch	53787
twitclipse	111056
twite	90241
twitmacs	92086
twitrcrypt	81039
twitter	3928
twitter-api	38778
twitter2opo	31045
twitterbackup	97211
twitterbash	75614
twitterbirthday	60917
twitterblog	30262
twittercmd	76398
twitterful	54165
twittering	47397
twitterlicious	109946
twitterping	5938
twittery	5225
twitux	6177
twixhex	64535
twixt	58035
twixt-game	78344
twl	136520
twlab	113513
twladder	132071
twlog	69328
twlogging	0
twm	34026
twmbs	131532
twn	73211
two	64373
two-click-cms	90906
two-dee-ers	83653
two2three	14237
twobe	147535
twobirds	24767
twobit	149104
twobytwoo	108964
twocents	115772
twocircles	100729
twocityrun	100533
twodage	71664
twodals	33845
twoday	64110
twoddb	36802
twoddelphigraph	32466
twodo	153999
twodoku	37807
twodstudio	103464
twodx	136410
twofaced	74014
twofish-py	45001
twoframework	89310
twoheads	142909
twolame	8983
twolang	107921
twole	39819
twooty	28495
twopack	48865
twopong	34578
twordis	67561
tworld	77799
twostep	26013
twostickai	23096
twoview	89501
twowayweb	119889
twproxy	95253
twprs	88934
twrailway	66227
tws	86431
tws-ascii	63376
tws-c-api	48209
twsapiutils	47773
twst	65938
twstech	100380
twsws	65887
twui	143938
twv3d	65599
twwhpms	91767
twxproxy	71802
twyna	24830
tx-engine	58257
tx2px	0
txadmin	72333
txcheckbook	147384
txcollection	0
txconnect	18661
txcorona	116643
txdoc	61214
txdr	29891
txds	57640
txdtm	142442
txe	36044
txec	34304
txf	59120
txge	121205
txhead	92875
txholdem	137085
txlib	2929
txmlini	46008
txnagameengine	4687
txnd	78229
txobject	10638
txplungin	20074
txs	10718
txs-pdfml	21991
txsig	63962
txsvn	100258
txt-content	57070
txt-mdb-convert	57986
txt2audio	20334
txt2html	14044
txt2img	42107
txt2iriv	136798
txt2j	0
txt2mp3	69205
txt2regex	180700
txt2tags	15675
txt2tags-editor	119031
txt2tags-pda	146603
txt2tags-win	155248
txt2xhtml	60252
txt2xml	8270
txt2xml-rexx	42334
txtad	103621
txtapplet	67175
txtbb	65476
txtblogcms	60738
txtbroadcasting	97922
txtbrowse	83241
txteditor	101276
txtedp1	174082
txtfl	5224
txtforum	167645
txtforum1	48470
txth	8055
txtheroes	71962
txtmnu	73448
txtmob	52027
txtnuke	163039
txtools	25043
txtos	127480
txtprint	19610
txtrep	140256
txtshop	33494
txtsql	17412
txtsqlmailbox	35375
txwaste	79522
txx	55359
ty-mp4-rss	63081
ty4a	173377
tya	91560
tyahoo	134956
tyc-help-script	75874
tyche	142373
tycho	139612
tycnacpoe	139555
tycogrids	110926
tycoon	116938
tycooncms	98252
tydirium	111723
tyemill	87762
tygemo	60894
tygo-springrcp	124827
tyk	133780
tykwa	12158
tyl	59885
tyler	118916
tylerberrytron	117654
tylernetwork	103294
tylers-file-cmd	44773
tylervideos1web	77873
tylesa	104487
tylon	103143
tym	42379
tymo	42693
tymsgcore	14424
tyovuorolista	17788
type	51327
type-trace	116998
type7dec	23348
typecasting	58594
typecheck	71000
typeconstructor	50488
typed-prefetch	89757
typeddatabase	119714
typedgroup	85922
typedump	110254
typeface	34456
typefactory	72969
typefast	90558
typefaster	9787
typefight	129570
typeforge	75467
typegrabber	52681
typeinterceptor	51439
typeit	66995
typekeydotnet	57635
typelib	63885
typelibwizard	60420
typemocktest	114539
typenplay	0
typepad	29680
typepadbot	67537
typepage	53870
typepredict	123512
typepublishcms	92794
typerighter	102117
typerunner	65458
types	1338
typesetter	0
typespeed	49265
typetest	60794
typevista	104060
typewriter	65417
typex-press	109848
typhon	3012
typhoon	185126
typic	134913
typing-tutor	33946
typingdefense	26892
typingmonkey	39670
typingtutor	183757
typo	90541
typo3	1667
typo3-joboffers	119063
typo3bees	95632
typo3installer	53605
typo3mmforum	114676
typo3podcast	101363
typo3toolbar	108609
typo3wamp	25189
typo3winstaller	5671
typo3xdev	13037
typocars	141273
typograf-plugin	45775
typoj	97728
typolight	1584
typolight-mvc	26198
tyrant	7356
tyrcho	82977
tyrelljuke	110211
tyrex	25648
tyriel	78400
tyrien	62494
tyro	53768
tyroos	127630
tyros	53384
tyros2	145934
tyrspace	47509
tyruba	38632
tyshow	32510
tytalks	40867
tythalos	0
tythorzethots	0
tz-ip	50204
tzalwelajaaaa	112380
tzar	2073
tzf	111597
tzical	11201
tzilla	30531
tzones	47415
tzotz	120797
tzunami	176441
u-2	141241
u-ajax	77021
u-boot	5213
u-count	107228
u-d-i-m	103263
u-discx	117075
u-fingerprint	10605
u-fish	127872
u-im	93398
u-m-p	42781
u-omnibus	15766
u-p2p	3001
u-perl	130050
u-proxy	50667
u-r-reality	125104
u-ruk-01	0
u-skis	0
u-smartloader	0
u-survey	53913
u-tools	0
u-toolz	50666
u2-mode	124756
u24mixer	59785
u2bdownloader	25595
u2cantax	75545
u2d	50388
u3-autorun	23548
u3-tool	105178
u3apps	20209
u3c	93884
u3d	19563
u3generator	29644
u3project	146484
u3smartapps	881
u3source	122181
u4autocad	106366
u4j2rsf	27902
u4n	8345
u4x	63812
u61	43911
u6archon	160019
u6edit	13349
u6k-incubator	96614
u775	17516
u7feudallands	7024
u7o	52454
u8o	64372
u9e	154685
u9input	66051
u9joystick	111204
ua-issuemanager	121748
uab	100239
uac	31335
uacalc	45853
uacm	0
uadb	84203
uade	183862
uadl	81273
uaedev	132613
uaex	43072
uaf	1699
uagroup	32646
uai	16469
uaiact	29539
uaid	123835
uaimagedump	4481
ualinkb2b	0
uam	18264
uama	86068
uamp	70943
uams	140599
uana	37152
uanow	55325
uants4home	32730
uanuke	68926
uap	89718
uap-xp	141827
uaprof	139337
uaseasyprovider	112850
uaskitd	81905
uasphere-euo	81672
uasuao	95365
uaupdate	23892
uav	134196
uavfx	117407
uavpset	73558
uaw	80373
ub2lb	102289
uba-db	96903
ubabase	76621
ubasic	27833
ubb2phpbb	66232
ubc	142045
ubcc	125531
ubcd	6085
ubcdcreator	24585
ubcpe	55474
ubee	113966
ubee512	3856
ubeedisk	6524
uber	97494
uber-dist	34068
uber-micro	71595
uber-uploader	302
uber3	59312
uberaudio	55274
uberblog	139594
ubercard	118881
ubercms	130837
ubercontact	106762
ubergen	79003
uberghey	46094
uberimaging	12912
uberjabber	105148
uberlayouts	99755
uberlight	13789
uberlog	138816
ubermalloc	110226
ubermunchkin	128454
ubernote	22792
uberpaint	120474
uberrater	100529
uberrot	71031
uberscp	119215
ubershipntrack	119470
ubersoldat	89125
ubersurvey	22134
uberviewer	126501
ubguildsite	28837
ubh	191117
ubibook	35724
ubicms	63987
ubicollab	56381
ubicom-framebuf	50257
ubiconn	139218
ubidu	93061
ubify	22668
ubik	127571
ubikaeai	102252
ubiksolve	66330
ubimarks	39076
ubios	156669
ubiqlipse	50504
ubique	145157
ubiquity	69903
ubiscript	35806
ubiwarelight	125703
ubl	17809
ublankn-onownix	108110
ublas	151585
ublearningtools	111328
ublish	44550
ublog	93718
ublogu	107069
ubm	180204
ubmatrix-xbrl	41488
ubml	75736
ubmock	54001
ubmod	61221
uboj	78258
uboot	33253
uboss	63426
ubot	79860
ubotai	0
ubounce	156196
ubq	42632
ubraa	108694
ubrain	96118
ubrowser	136370
ubs-spectacular	182827
ubsa-osx	11284
ubship	49224
ubsim	98832
ubtest	71779
ubuag-rumbigbro	37347
ubucenter	61987
ubudsl	31189
ubuilder	28617
ubuneo	110431
ubuntu	105323
ubuntu-bp	48588
ubuntu-help	89203
ubuntu-magic	125846
ubuntu-script	101072
ubuntu-scripts	125013
ubuntu-sffs	105402
ubuntu-vbackup	85968
ubuntuflight	118408
ubuntuguide-it	136811
ubuntuguide-nl	127490
ubuntuinstaller	126207
ubuntummc	8666
ubuntumnwebcoll	88227
ubuntuplus	116374
ubuntusr	104395
ubuntuwiki-es	117226
ubuntuzilla	1809
uburyo	10498
ubuwikioffline	12064
ubxpfriend	107677
uc1	16998
ucad	56132
ucal	110375
ucanforget	102780
ucast	77970
ucb	77480
ucb-universal-c	35661
ucbasic	15018
ucbdef	86067
ucbih	112559
ucblogo	28407
ucbs	113502
ucc	29837
uccaes	40309
uccass	12856
uccilerator	63160
ucck	45520
ucdescr	136386
ucdesigner	59587
ucdesktop	107223
ucdeusex	66125
uce-telephone	66694
ucecs	143096
uced	43491
uceditor	34950
ucef	75079
ucemaker	48340
ucetnictvi-ol	63614
ucf	109374
ucfauv	120624
ucgamework	80055
ucgo-english	117061
uchannel	107552
uchat	124091
ucheck	41231
uchrons	103540
uci-nsf	107490
ucimf	14131
ucip	21935
uck	992
uckit	83643
ucl	120814
ucla	60638
ucla-benchmark	52401
ucla-pita	46991
uclibclinux	21253
uclinux	4421
uclinux-mb86h2x	50066
uclmda	28537
ucls	32081
uclslang	37091
ucm	97570
ucmanager	106842
ucmath	117616
ucmexporter	59201
ucmi	133056
ucmk	40988
ucms	23326
ucoacmfall2006	117478
ucode	135571
ucode-compiler	91898
ucommon	23662
ucomp	72930
ucomt	153697
ucomv	62291
ucon	6839
ucon64	15482
uconfig	105226
ucontact	98108
ucontrol	37976
ucontrolspam	170142
uconvert	105850
uconverter	108642
ucop	81746
ucos-lwip-c6x	47109
ucosix	67436
ucp	120594
ucpapyrus	70256
ucproghp49	133215
ucps	142063
ucr	174109
ucr-web-admin	134100
ucrp	154642
ucrt	22886
ucs	16145
ucsc-cmps109	101471
ucsd-psystem-fs	22109
ucsd-psystem-xc	45124
ucsd-thesis	50662
ucsf	89057
ucsf-nomad	37798
ucsgerp	137842
ucsp	85062
ucspi-inet	52408
ucspp	132919
ucss	138177
ucstibiaserv	125326
ucstring	63937
uctas	24606
ucterrainmap	126616
uctp2007	103846
uculib	90187
ucv4cpc	20915
ucvg	24602
ucwindows	123862
ucwise-tag	78303
ucxx	31082
ud-lvm	138963
ud-pnet-soft	77259
ud3dengine	108034
uda	82396
uda-chameleon	53106
udae	61354
udanalyser	48729
udapl	49985
udav	4907
udb-twi	104720
udba	136484
udbat	76314
udbc	108689
udbit	78535
udbm	174662
udbx	97729
udcissa	94733
udct	123140
udd	95651
udde	128574
uddf-xsd	107774
uddi4j	16922
uddp	142928
uddu	118099
udeaf	36591
udecide	81946
udedf	41240
udeproject	4910
udesktop	38358
udev	17326
udevgames2004	59942
udevmountd	89505
udf-dlm	60390
udf-regexp	81167
udfnexusdbv2	70555
udhayam	149011
udhtml	147709
udicus	76118
udiet	75272
udip	117261
udiyoudirectit	94590
udl	67347
udlml	90048
udm	40974
udmlparser	95880
udmon	9163
udo	51811
udoc	7587
udos	38125
udp	113535
udp-relay	75451
udp2tcp	17156
udpbroadd	70497
udpchat	48785
udpchatsc	34204
udpeq	85956
udpf	79059
udpfiletransfer	22278
udpgamebouncer	12302
udpm	52693
udpms	125851
udponnat	53873
udpproxy	50162
udpredir	69688
udpshare	107140
udpstreamrelay	23251
udptun	107099
udpudp	0
udputils	83800
udpxy	2626
udrecsuite	13468
udrwconfig	94848
udsc	50257
udsearchwidget	120959
udt	1160
udtgate	52040
udvcdcreator	141523
ue-shellhack	58835
ueagle	77358
ueagle-center	0
uebdbmvc	124136
ueberp	53125
ueberweisung	54779
uebi	78759
uebimiau	44433
uebman	16098
uecc	84338
ued	107210
ueei-verwaltung	20134
uefl	11582
uefreader	58433
ueh	67364
uelprojects	87940
ueml	113774
uemlbase	113693
uemlbase-plugin	113775
uemlfacilitator	78172
uemr	6770
uencryption	95487
uengine	518
uenginebpmn	9115
uenginemysqlspa	101931
uepa	104382
uestate	95958
uevm-tk	52256
ueye	113233
uf-parser-cshrp	120208
ufa	30337
ufaa	130439
ufb2	126584
ufc-2	170342
ufc2	170282
ufck	52580
ufdbguard	3041
uffi	171464
uffizi	123941
ufflow	52792
uffs	2638
ufind	92539
ufintruder	68484
ufl	94502
uflexerp	16774
uflow	124625
uflyingants	76527
ufmod	0
ufo	110736
ufo-sql	119126
ufo2000	2565
ufo2k	105909
ufoal-gis	14603
ufocms	84208
ufoide	97625
ufolder	97263
ufols	55611
ufoprogorod	108514
ufor	69888
ufos	107110
ufpf	51972
ufpriahd	108967
ufraw	878
ufraw-batch-gui	90205
ufrtsbussystem	122436
ufs	24844
ufs-linux	33395
ufs2tools	13969
ufs4tc	107817
ufsat	71877
ufsc	11172
ufseniorproject	85403
uftdge	103441
uftp	16539
ufty	111440
ufu	101030
ufup	61940
ufusion	25459
ufv	47758
ufw	116657
ufw2web	21547
ufy	73176
uga-agga-tool	25291
ugaagga-mods	135050
ugame	33668
ugamela	26916
ugamelaturkce	93521
ugamemodbv	100831
ugaming	26106
ugarit	160732
ugateway	163144
ugauga	21682
ugaurd	127250
ugb	134205
ugbuilder	163791
ugchat	110818
ugcwithflexphp	57603
uge2d	82452
ugen	88656
ugene	22683
ugene-urbangap	94136
ugent3plus	0
ugf-rpg	125826
uggi3d	5180
uggis	106053
ugh	118230
ughburner	7274
ugi	110446
ugit	77568
ugli-ml	108136
uglyassrpg	87155
uglycode	69744
uglyfier	157811
uglygreencar	105767
uglysub	73790
ugm	130079
ugm-german	101969
ugo	148503
ugobj-spirala	109978
ugolki	93872
ugosystem	110718
ugp3	45753
ugpm	3896
ugrabcam-pl	75399
ugrammar	0
ugs3d	51388
ugsurvey	66945
ugt	74177
ugtool	95714
uguard	91967
ugue	98774
uguru-utils	130066
ugv-robotics	74214
uh-gdv	156802
uhapi4linux	19880
uharobots	133507
uhash	121162
uhdbattleship	36545
uhella	43202
uhellauhella	39785
uhelloworld	135033
uhevents	8105
uhexen	0
uhexen2	337
uhina	79998
uhomework	24330
uhook	27540
uhost	50732
uhss	125728
uhttps	16089
uhuproject	125433
ui-dialog	36505
ui2domain	94046
ui2swt	40904
ui4w	45099
uial	144564
uiarchitect	117624
uiassistant	80248
uib	111461
uibkppsuite	107118
uibm-de	29983
uibuilder	77820
uibuilder4sw	93613
uic	23556
uiccs581group	87264
uicentral	129172
uicontrollib	99088
uicopengl	103064
uicrawler	22904
uidb	14718
uidentd	142583
uidesign	111948
uidk	72804
uif	134775
uigame	57729
uihierarchy	17178
uiiki	71424
uiinstall	27477
uikit	9668
uilib	94088
uilib-oai	6451
uiloader	136966
uilog	96275
uima-analytics	30797
uima-framework	29523
uima-repository	56898
uima08	88732
uimaanalytics	30797
uimapy	100500
uimge	10302
uimldotnet	0
uimp	54287
uinavtest	71925
uindex	19810
uinttun	130413
uinut-callout	80244
uio-pci	29173
uioe	4076
uip	154622
uip-stack	25046
uiplugins	22626
uipublish	40197
uipwizard	121265
uiq3	1784
uique	72201
uira	10026
uirapuruorm	34930
uirc	24933
uircbot	65445
uircd-modules	49769
uireview	17594
uirt-j	45009
uis	138790
uisp	179869
uitags	15418
uithin	98654
uiuc-ide	79539
uiuc-story-comp	138943
uivi	1850
uiwidgetstags	35307
uix	118961
uixml	101122
ujac	12073
ujaf	78947
ujemacs	115398
ujgrader	60576
ujisms	106126
ujmp	8204
ujtagp	166448
ujwalinux	118584
uk-database	172393
uk-ffl	137433
uk-tnf	55297
ukd	126143
ukechords	106697
ukernel	115864
ukey	50215
ukhuwahdev	85906
ukhyphen	42618
ukikl	36192
uklsm	96082
ukmfinance	101056
ukodos	15895
ukproj	109980
ukrdb	22507
ukrywaczneo	88132
uktrafficmonwpf	95221
uku-wuku	93859
ul-cgl	68673
ulabmin	58343
ulabs	67833
ulan	950
ulanix	31496
ulapack	119997
ulapptemplates	25520
ularn	14400
ulas	114152
ulauncher	58319
ulazy	95209
ulc	31688
uldod	125491
uledfs	95246
ulfsark	12647
ulib	157559
ulib-win	30378
ulibbs	29889
ulibgcj	34290
uliks	43433
ulises	35355
ulissegames	92246
ulisten	25781
uliweb	104285
uliwip	118728
ull	12225
ulla	56992
ulmac	2690
ulmgen	41881
ulmxmlview	60212
uln	10292
ulog	63156
ulogger	154638
ulp	59461
ulppd	36363
ulrasonic	91555
ulsacms	123531
ulta-tictactoej	109688
ulthar	73121
ulti	183562
ulti-calculater	97412
ulti-swat	865
ultibase	34436
ultidate	124606
ultiempires	181596
ultim	30122
ultim-strategy	114529
ultim2000	37676
ultima	23500
ultima-java	21379
ultima-realidad	107823
ultimabb	59500
ultimadeckmaker	31366
ultimanews	87917
ultimapong	108253
ultimarebirth	139558
ultimate	15374
ultimate-21	50775
ultimate-cal	61405
ultimate2064	39212
ultimate3d	67288
ultimatecevoai	0
ultimatecim	47391
ultimatecms	121892
ultimatecrib	26360
ultimatefantasy	112278
ultimatefrisbee	25240
ultimatego	137565
ultimateinfo	94629
ultimateiptool	108661
ultimatejoomlat	15352
ultimatelaunche	18437
ultimatelistsys	176628
ultimatemediaco	8190
ultimatenetwork	39211
ultimateocrer	93120
ultimateodds	25858
ultimatepowerbo	19755
ultimatequizmod	67956
ultimaterack	78027
ultimatestunts	6702
ultimatetab	10502
ultimatetb	111315
ultimatetetris	51129
ultimateyoutube	97535
ultimaworldproj	98222
ultimember	121641
ultimix	4204
ultiorganizer	51968
ultistats	25706
ultleaguemgr	90294
ultmprokill	5310
ultra	84833
ultra-bille	68784
ultra-browser	117697
ultra-cms	82335
ultra-plone	117397
ultra-sdk	9317
ultra-xdcc	67323
ultra9000	183016
ultrabb	125857
ultrablocks	60750
ultrablog	39043
ultrabus	26989
ultracad	92239
ultracalculador	23073
ultraccompiler	94921
ultrachatirc	71143
ultrachess	54820
ultracms	171748
ultradmin	110544
ultrafly	45887
ultraftp	75177
ultragame	103779
ultraget	110751
ultrahumanoid	97353
ultralife	182067
ultralog	93990
ultramage	26298
ultramagnetic	54076
ultramarine	0
ultramlib	94879
ultramock	141860
ultramodernui	0
ultramonkey	153291
ultramonkey-l7	112211
ultrapad	44042
ultrapoint	57475
ultraportal	97935
ultraquaternion	22079
ultraqv	143049
ultrarpg	139010
ultrasave	99221
ultrascrape	86769
ultrasensingvis	102197
ultrastar	448
ultrastar-mac	19001
ultrastar-ng	6043
ultrastardx	45
ultrastarwii	27686
ultrastats	100270
ultrastyle	83610
ultratab	90148
ultraviolet	148543
ultravnc	3133
ultrawork	71551
ultrazig	151075
ultspam	81508
ulxmlrpcpp	7729
ulysses	54663
ulyssesframewor	64738
ulyssesservices	121620
ulyssircbot	33336
ulyxes	77289
um-olsr	36157
umacms	126422
umail	65036
uman	19116
umang	140635
umantis	121683
umapi	188357
umar	115659
umasm	123692
umax1220p	25869
umax1220u-sane	32013
umb	172388
umbc-va	126959
umber	55649
umberto	33241
umbertoo	115024
umbprojeckt	78707
umbra	124936
umbrella	41344
umbrello2sql	62034
umbros-vs	133963
umbus	30668
umc	34360
umcforlinux	98944
umcg	110608
umcl	37862
umcp	151534
umd	110463
umd-nms	137536
umdcsteamblackj	66437
umdoverlapper	77364
umds	62963
umebackup	128709
umem	122777
umemory	72787
umf	86858
umf-cms	91332
umfrage	28598
umgdb	120451
umhat	71032
umi	122680
umibozu	87132
umibozufirefoxp	80580
umichmealfinder	118803
umigrate	64511
umirc	147965
umisss	128666
umit	572
umix	32008
umkailash	156301
uml	4270
uml-2-sql	109128
uml-emacs	179553
uml-handler	79108
uml-manager	25937
uml-s	22537
uml-statecharts	5584
uml-sys	77192
uml-vserver	151251
uml-xchange	14354
uml20modeler	58399
uml2alloy	40300
uml2ejb	52253
uml2force	100748
uml2forjava	18720
uml2javadoc	70743
uml2navigator	121251
uml2phpbase	14863
uml2sql	55283
uml2svg	9300
uml2symfony	52309
uml4j	146491
uml4wxs	72820
umla	121358
umlapi	67767
umlblocks	23651
umlbuilder	35695
umlc	100923
umlcoder	27793
umldebug	119787
umldesigner	8970
umldesignsuite	93379
umldot	25842
umleditor	4738
umlet	33262
umlframework	111600
umlhelper	60439
umlinuxcc	65169
umljgraph	54701
umlmda	8378
umlmodeller	0
umlnet	43544
umlrep	119224
umlrootbuilder	136165
umls-query	14430
umls-similarity	25360
umlsculptor	5442
umlserve	92107
umlshapes	119200
umlsharp	168787
umlspeed	7058
umlstatewizard	32868
umltob	29942
umlv-jail	163449
umlviewer	101367
umlvm	171136
umlwin32	26558
umlx	134026
umm	60957
ummc	48168
ummf	62639
ummon	21143
umn-ds1923	123527
umoaitoolkit	19352
umodplayer	40750
umonitor	13095
ump	151347
ump-or	107516
umpas	47423
umps	112760
umr-robot	88143
umrd	130703
ums	30143
umsd	73461
umsn	59154
umss	57615
umt	73083
umt-qvt	27167
umtsmon	313
umu-xacmleditor	20798
umud	131168
umvf-workflow	31549
umvs	149915
umweltschoner	89983
umwm	43016
umzix	62206
un-lend	71024
un-support	49899
una	24715
una-fapi	83044
unac	36287
unacex	10484
unak	51054
unalog	51139
uname-hack	29821
uname386	26161
unannoy	18522
unants	134483
unapage	120782
unarchiver	75729
unaro	120235
unattendscripts	135402
unavailable	133691
unaval	109758
unavsitechecker	26322
unb-pl	69473
unbbayes	6823
unbcar	17570
unbfuzzy	21973
unbgamedev	57439
unbgames	25741
unbind	19573
unblack	108218
unbound	64779
unburdenus	112749
unbvision	24481
unc	90441
uncachextractor	35939
uncassist	6224
uncbats	23745
uncdendvis	27848
uncdirsize	108841
uncertaingraph	94453
uncharted	16922
uncia	45064
uncleflasher	12338
unclej	71563
uncleunc	53857
unclutter	57062
uncodex	7785
unconnected	169184
uncpythontools	27375
uncronus	106524
uncrustify	1318
unct	70389
und	128778
undb	101047
undba	94127
undd	96925
unde	20842
undead	40847
undeadfest	72751
undeadirc	142101
unded	18521
undelete	0
under-chat	71287
underchat	151814
underde-swim	41054
undergroundcms	114499
underjap	90069
underlayer	81641
underloader	49163
undernet-iauthd	59046
undernet-ircu	3391
undernets	108771
underoverpeer	121634
underpin	90861
underpop	13995
underscormalloc	66779
undersoft	69333
underthecarpet	65865
underthegrid	122337
underworldgame	9707
undies	101667
undigester	27354
undisposable	33838
undnotes	99322
undo	27158
undo-redo	67331
undoredo	31114
undotnet	0
undotree	122920
undows	70352
undvd	4988
undx	83572
unearth	53025
unepdf	51610
unetbootin	212
unetcontestide	44986
unetmonitor	71744
unevo	132613
unexcel	56518
unexplu	92019
unf	70650
unflexiblesword	106588
unforced	13902
unforseenconseq	92826
unfs3	19796
unfug	121811
unfuzzy	36302
ungana	124122
unglue	142596
ungoliant	58793
ungrid	49853
unh-iscsi	20667
unheardof	86392
uni	133268
uni-academica	122329
uni-central	40062
uni-chat	78009
uni-converter	122153
uni-d	12895
uni-generator	140720
uni-loop	89463
uni-notifier	141975
uni-platform	155140
uni-spline	129418
uni-transmuter	13032
uni-wordsplit	55289
uni-xml	73043
uni3dlib	159426
uniaccess	95374
unialanalyzer	89923
uniamp	104746
uniapi	22876
uniapptemplate	103641
unibas	84045
unibase	73900
unibible	62742
uniboard	0
unibox	64728
unibpm	97493
unibubble	110009
uniburma	26441
unica	96780
unicademic	106737
unical	120231
unicalculus	27572
unicap	17255
unicasttv	99696
unicat	88218
unicats-i	26064
unicc	19692
unicedit	24704
unicellauto	89608
unichat	64983
unichor-nvs	107924
unichrome	12842
uniclikit	117682
unicms	118119
unico	49916
unicode	140119
unicode-glib	52539
unicode-helper	74724
unicode2utf8	29832
unicodeconvert	4623
unicodecs	82253
unicoderewriter	27718
unicommander	83303
unicomport	87920
unicon	12055
unicon1	0
uniconvertor	11476
unicore	117
unicore-life	7458
unicorn	98235
unicornso	182612
unicorp	183166
unicp	153731
