#  file: fmRawProjectStats2013-Sep.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2013-Sep
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2013) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, vitality_score, vitality_percent, 
#  vitality_rank, popularity_score, popularity_percent, popularity_rank, rating, 
#  rating_count, rating_rank, subscriptions
#  FROM `fm_projects`
#  WHERE datasource_id=387
#  ORDER BY project_id
#
#  datasource_id = 387 is the 2013-Sep run on freshmeat.
project_id	projectname_short	vitality_score	vitality_percent	vitality_rank	popularity_score	popularity_percent	popularity_rank	rating	rating_count	rating_rank	subscriptions
35629	openlms    	1.0    	NULL	NULL	76.81    	NULL	NULL	0    	0    	NULL	19    
35630	ocan    	1.52    	NULL	NULL	22.36    	NULL	NULL	0    	0    	NULL	3    
35634	rscheme    	1.0    	NULL	NULL	42.85    	NULL	NULL	0    	0    	NULL	5    
35635	xppubwizphp    	1.42    	NULL	NULL	17.61    	NULL	NULL	0    	0    	NULL	4    
35637	pptp_gui    	1.0    	NULL	NULL	21.63    	NULL	NULL	0    	0    	NULL	8    
35641	phplibxslt    	2.47    	NULL	NULL	32.33    	NULL	NULL	0    	0    	NULL	4    
35644	sdlbasic    	2.51    	NULL	NULL	61.85    	NULL	NULL	1    	1    	NULL	8    
35646	mousikos    	1.44    	NULL	NULL	13.93    	NULL	NULL	0    	0    	NULL	1    
35653	lmule    	1.0    	NULL	NULL	61.5    	NULL	NULL	8    	11    	NULL	30    
35658	pmacct    	61.83    	NULL	NULL	622.17    	NULL	NULL	3    	4    	NULL	139    
35659	ppplog    	1.0    	NULL	NULL	19.44    	NULL	NULL	0    	0    	NULL	2    
35660	rpm-livelinuxcd    	2.19    	NULL	NULL	118.64    	NULL	NULL	0    	0    	NULL	33    
35661	hdl2html    	1.0    	NULL	NULL	21.14    	NULL	NULL	0    	0    	NULL	2    
35664	osxcontrol    	1.0    	NULL	NULL	14.14    	NULL	NULL	0    	0    	NULL	0    
35665	waif    	1.0    	NULL	NULL	11.83    	NULL	NULL	0    	0    	NULL	1    
35668	customer-touch    	2.05    	NULL	NULL	59.51    	NULL	NULL	3    	3    	NULL	10    
35669	menugen    	1.42    	NULL	NULL	38.79    	NULL	NULL	0    	0    	NULL	6    
35673	pam_dotfile    	2.71    	NULL	NULL	61.6    	NULL	NULL	0    	0    	NULL	22    
35675	dnsmoduleforaolserver    	1.0    	NULL	NULL	10.39    	NULL	NULL	0    	0    	NULL	0    
35676	arccc    	1.0    	NULL	NULL	28.64    	NULL	NULL	1    	1    	NULL	3    
35678	nodebrain    	1.42    	NULL	NULL	18.71    	NULL	NULL	2    	2    	NULL	9    
35679	lion    	2.57    	NULL	NULL	34.8    	NULL	NULL	1    	1    	NULL	6    
35680	trickle    	2.48    	NULL	NULL	121.24    	NULL	NULL	8    	8    	NULL	49    
35681	faubackup    	3.88    	NULL	NULL	62.79    	NULL	NULL	1    	1    	NULL	26    
35682	ptommi    	1.0    	NULL	NULL	15.03    	NULL	NULL	0    	0    	NULL	1    
35684	cdemu-for-linux    	26.48    	NULL	NULL	431.02    	NULL	NULL	5    	7    	NULL	69    
35686	sadlittlewebjournal    	16.57    	NULL	NULL	98.82    	NULL	NULL	1    	1    	NULL	14    
35687	rottenflesh    	1.42    	NULL	NULL	72.81    	NULL	NULL	9    	13    	NULL	10    
35688	x11guitest    	8.29    	NULL	NULL	42.43    	NULL	NULL	1    	1    	NULL	9    
35696	psmon    	3.37    	NULL	NULL	79.66    	NULL	NULL	5    	5    	NULL	44    
35697	ifoinfo    	1.0    	NULL	NULL	40.58    	NULL	NULL	0    	0    	NULL	8    
35698	kmess    	3.94    	NULL	NULL	32.4    	NULL	NULL	1    	2    	NULL	14    
35700	serialbridge    	2.05    	NULL	NULL	39.5    	NULL	NULL	1    	1    	NULL	5    
35701	vrcon    	3.29    	NULL	NULL	21.66    	NULL	NULL	1    	1    	NULL	6    
35703	reattore    	1.0    	NULL	NULL	18.33    	NULL	NULL	0    	0    	NULL	2    
35706	jphoneinfo    	61.93    	NULL	NULL	43.54    	NULL	NULL	1    	1    	NULL	5    
35711	connect    	1.0    	NULL	NULL	18.71    	NULL	NULL	0    	0    	NULL	1    
35715	coin_soqt    	1.0    	NULL	NULL	28.62    	NULL	NULL	0    	0    	NULL	2    
35718	gperiodic    	4.13    	NULL	NULL	60.56    	NULL	NULL	3    	3    	NULL	18    
35719	lacy    	61.92    	NULL	NULL	24.74    	NULL	NULL	0    	0    	NULL	1    
35722	jcards    	14.45    	NULL	NULL	183.88    	NULL	NULL	4    	4    	NULL	50    
35724	pyndex    	1.74    	NULL	NULL	47.77    	NULL	NULL	0    	0    	NULL	13    
35726	lupy    	3.68    	NULL	NULL	77.15    	NULL	NULL	0    	0    	NULL	23    
35728	dctviewer    	1.0    	NULL	NULL	34.57    	NULL	NULL	0    	1    	NULL	4    
35730	broccoli18    	3.29    	NULL	NULL	34.47    	NULL	NULL	0    	1    	NULL	8    
35733	fpmblowfishplugin    	1.41    	NULL	NULL	24.08    	NULL	NULL	0    	0    	NULL	1    
35735	textmaker    	5.77    	NULL	NULL	128.6    	NULL	NULL	4    	5    	NULL	36    
35737	mless    	1.42    	NULL	NULL	17.55    	NULL	NULL	0    	0    	NULL	3    
35738	metadot    	6.54    	NULL	NULL	119.8    	NULL	NULL	1    	1    	NULL	103    
35740	ensemblist    	1.76    	NULL	NULL	44.32    	NULL	NULL	0    	0    	NULL	3    
35745	mockpp    	11.73    	NULL	NULL	105.05    	NULL	NULL	0    	0    	NULL	30    
35748	tkjmdict    	1.44    	NULL	NULL	33.9    	NULL	NULL	0    	0    	NULL	2    
35751	dbmonster    	4.4    	NULL	NULL	121.42    	NULL	NULL	0    	0    	NULL	53    
35756	genpo    	4.92    	NULL	NULL	54.92    	NULL	NULL	1    	1    	NULL	12    
35757	audistat    	2.02    	NULL	NULL	41.69    	NULL	NULL	1    	2    	NULL	10    
35758	displayusers    	1.74    	NULL	NULL	8.12    	NULL	NULL	0    	0    	NULL	0    
35759	furies    	1.42    	NULL	NULL	21.17    	NULL	NULL	0    	0    	NULL	3    
35762	djwrap    	2.44    	NULL	NULL	35.75    	NULL	NULL	0    	0    	NULL	5    
35763	hourglass    	4.24    	NULL	NULL	122.91    	NULL	NULL	0    	0    	NULL	25    
35764	boon    	1.0    	NULL	NULL	27.42    	NULL	NULL	0    	0    	NULL	1    
35765	ccured    	1.43    	NULL	NULL	58.86    	NULL	NULL	0    	0    	NULL	10    
35766	cil    	28.53    	NULL	NULL	262.73    	NULL	NULL	2    	2    	NULL	10    
35767	delta    	2.1    	NULL	NULL	31.22    	NULL	NULL	0    	0    	NULL	4    
35768	fgsd    	2.99    	NULL	NULL	79.12    	NULL	NULL	0    	0    	NULL	19    
35773	disktype    	3.4    	NULL	NULL	79.37    	NULL	NULL	2    	2    	NULL	34    
35779	recipeconverter    	1.0    	NULL	NULL	24.0    	NULL	NULL	0    	0    	NULL	5    
35783	unicodefontinfo    	1.42    	NULL	NULL	30.66    	NULL	NULL	0    	0    	NULL	4    
35785	qliss3d    	4.63    	NULL	NULL	62.03    	NULL	NULL	0    	0    	NULL	7    
35788	b-frame    	2.01    	NULL	NULL	69.04    	NULL	NULL	0    	0    	NULL	6    
35789	xephyrus-datastructs    	2.58    	NULL	NULL	24.8    	NULL	NULL	0    	0    	NULL	4    
35790	grav    	1.0    	NULL	NULL	14.14    	NULL	NULL	0    	0    	NULL	3    
35792	alived    	2.24    	NULL	NULL	16.49    	NULL	NULL	0    	0    	NULL	3    
35796	contiki    	11.78    	NULL	NULL	180.07    	NULL	NULL	1    	1    	NULL	55    
35799	pbar    	1.43    	NULL	NULL	25.1    	NULL	NULL	1    	1    	NULL	4    
35801	xenintranet    	3.69    	NULL	NULL	73.06    	NULL	NULL	1    	1    	NULL	16    
35802	pcdio48-linux    	1.0    	NULL	NULL	8.89    	NULL	NULL	0    	0    	NULL	0    
35803	jverify    	3.98    	NULL	NULL	39.75    	NULL	NULL	0    	0    	NULL	4    
35804	jmyra    	2.53    	NULL	NULL	33.26    	NULL	NULL	0    	0    	NULL	6    
35808	phpdc    	1.0    	NULL	NULL	19.8    	NULL	NULL	1    	2    	NULL	6    
35809	issuedealer    	17.33    	NULL	NULL	255.95    	NULL	NULL	2    	3    	NULL	105    
35810	lphtydirindexer    	1.0    	NULL	NULL	22.36    	NULL	NULL	0    	0    	NULL	1    
35811	qiomega    	1.0    	NULL	NULL	17.32    	NULL	NULL	0    	0    	NULL	3    
35815	replimenu    	2.55    	NULL	NULL	42.33    	NULL	NULL	1    	1    	NULL	13    
35816	dvorakng    	3.02    	NULL	NULL	110.77    	NULL	NULL	13    	13    	NULL	14    
35818	txtdbapi    	2.88    	NULL	NULL	100.89    	NULL	NULL	3    	3    	NULL	26    
35819	sqltoolkit    	2.24    	NULL	NULL	23.24    	NULL	NULL	0    	0    	NULL	5    
35824	phing    	20.03    	NULL	NULL	162.39    	NULL	NULL	4    	6    	NULL	29    
35825	ctvd    	3.98    	NULL	NULL	84.68    	NULL	NULL	8    	8    	NULL	29    
35826	udptunnel    	1.05    	NULL	NULL	49.3    	NULL	NULL	1    	1    	NULL	14    
35828	phpmvc    	2.05    	NULL	NULL	40.44    	NULL	NULL	2    	2    	NULL	14    
35830	dsprec    	1.51    	NULL	NULL	20.78    	NULL	NULL	0    	0    	NULL	3    
35834	orangelin    	1.95    	NULL	NULL	68.59    	NULL	NULL	0    	0    	NULL	13    
35835	perfectmaildir    	1.54    	NULL	NULL	28.84    	NULL	NULL	0    	0    	NULL	12    
35836	b-prolog    	2.63    	NULL	NULL	39.4    	NULL	NULL	0    	0    	NULL	3    
35838	aqualess    	2.63    	NULL	NULL	34.99    	NULL	NULL	2    	2    	NULL	5    
35839	midcom    	15.56    	NULL	NULL	157.81    	NULL	NULL	4    	4    	NULL	43    
35841	licq-osd    	3.0    	NULL	NULL	26.98    	NULL	NULL	2    	2    	NULL	6    
35843	maxpi    	1.0    	NULL	NULL	14.35    	NULL	NULL	0    	0    	NULL	1    
35846	hol    	8.15    	NULL	NULL	74.61    	NULL	NULL	0    	0    	NULL	10    
35847	sebie    	3.33    	NULL	NULL	17.66    	NULL	NULL	0    	0    	NULL	5    
35854	trafcalc    	1.0    	NULL	NULL	17.61    	NULL	NULL	0    	0    	NULL	4    
35857	distributorlb    	2.89    	NULL	NULL	121.41    	NULL	NULL	0    	0    	NULL	43    
35858	kio_z3950r    	1.0    	NULL	NULL	19.42    	NULL	NULL	0    	0    	NULL	0    
35859	vuxcast    	1.83    	NULL	NULL	17.61    	NULL	NULL	0    	0    	NULL	4    
35860	jscalendar    	2.48    	NULL	NULL	278.77    	NULL	NULL	14    	14    	NULL	121    
35863	porque    	1.0    	NULL	NULL	23.37    	NULL	NULL	1    	1    	NULL	2    
35866	jpegtoavi    	1.42    	NULL	NULL	40.62    	NULL	NULL	0    	0    	NULL	10    
35870	shsql    	2.93    	NULL	NULL	65.77    	NULL	NULL	1    	1    	NULL	20    
35874	virtuadesk    	1.41    	NULL	NULL	26.04    	NULL	NULL	0    	0    	NULL	2    
35875	xcerpt    	1.0    	NULL	NULL	33.47    	NULL	NULL	0    	0    	NULL	3    
35878	x-itools    	4.36    	NULL	NULL	99.0    	NULL	NULL	0    	1    	NULL	32    
35879	sterminal    	1.0    	NULL	NULL	92.63    	NULL	NULL	0    	0    	NULL	21    
35880	gequel    	3.39    	NULL	NULL	37.15    	NULL	NULL	1    	1    	NULL	9    
35886	xmms-cdcover    	1.0    	NULL	NULL	17.75    	NULL	NULL	1    	1    	NULL	4    
35887	optipng    	3.26    	NULL	NULL	139.26    	NULL	NULL	1    	1    	NULL	42    
35891	yngvi    	1.0    	NULL	NULL	34.9    	NULL	NULL	0    	0    	NULL	5    
35895	oxine    	2.48    	NULL	NULL	50.53    	NULL	NULL	1    	1    	NULL	22    
35898	denature    	1.43    	NULL	NULL	51.82    	NULL	NULL	0    	0    	NULL	14    
35899	lptools    	1.41    	NULL	NULL	35.85    	NULL	NULL	1    	1    	NULL	4    
35903	dhtmltreemenu    	1.0    	NULL	NULL	55.48    	NULL	NULL	2    	2    	NULL	18    
35905	pybabelphish    	1.81    	NULL	NULL	47.62    	NULL	NULL	0    	0    	NULL	6    
35907	pyprint    	1.48    	NULL	NULL	32.86    	NULL	NULL	0    	0    	NULL	3    
35909	pyinstallshield    	1.48    	NULL	NULL	48.74    	NULL	NULL	0    	0    	NULL	10    
35911	openbottle-core    	1.0    	NULL	NULL	15.1    	NULL	NULL	0    	0    	NULL	1    
35913	sharkcgi    	1.0    	NULL	NULL	17.66    	NULL	NULL	0    	0    	NULL	2    
35914	openmosixloaf    	61.88    	NULL	NULL	41.95    	NULL	NULL	0    	0    	NULL	7    
35916	turacocl    	2.02    	NULL	NULL	38.52    	NULL	NULL	0    	0    	NULL	6    
35917	emovix    	2.77    	NULL	NULL	146.59    	NULL	NULL	3    	3    	NULL	67    
35918	libbpfl    	2.0    	NULL	NULL	63.21    	NULL	NULL	0    	0    	NULL	16    
35920	languenet    	2.78    	NULL	NULL	28.46    	NULL	NULL	0    	0    	NULL	4    
35923	newsfighter    	1.0    	NULL	NULL	16.43    	NULL	NULL	0    	0    	NULL	4    
35928	dockextender    	1.76    	NULL	NULL	30.66    	NULL	NULL	0    	0    	NULL	4    
35930	kqlives    	1.44    	NULL	NULL	53.99    	NULL	NULL	1    	2    	NULL	10    
35931	pathetic_org    	1.8    	NULL	NULL	33.24    	NULL	NULL	0    	1    	NULL	12    
35932	captcha    	1.0    	NULL	NULL	18.0    	NULL	NULL	1    	2    	NULL	2    
35940	arklinux    	5.1    	NULL	NULL	138.71    	NULL	NULL	4    	5    	NULL	25    
35942	orp030    	1.0    	NULL	NULL	16.76    	NULL	NULL	0    	0    	NULL	0    
35944	leif    	2.92    	NULL	NULL	46.55    	NULL	NULL	0    	0    	NULL	10    
35946	logengine    	1.0    	NULL	NULL	20.98    	NULL	NULL	1    	1    	NULL	4    
35947	yala    	5.2    	NULL	NULL	115.08    	NULL	NULL	1    	2    	NULL	43    
35951	xmlio    	2.66    	NULL	NULL	45.1    	NULL	NULL	0    	0    	NULL	17    
35952	php-ensim    	1.0    	NULL	NULL	11.4    	NULL	NULL	0    	0    	NULL	0    
35955	proc_reliable    	1.0    	NULL	NULL	15.68    	NULL	NULL	0    	0    	NULL	1    
35956	lookmath    	1.0    	NULL	NULL	20.64    	NULL	NULL	0    	0    	NULL	2    
35959	mpeginsu    	1.48    	NULL	NULL	14.14    	NULL	NULL	0    	0    	NULL	1    
35961	imapsync    	12.62    	NULL	NULL	1236.8    	NULL	NULL	267    	273    	NULL	153    
35971	teromail    	2.12    	NULL	NULL	22.52    	NULL	NULL	0    	0    	NULL	2    
35972	mpg2ppm    	1.47    	NULL	NULL	14.83    	NULL	NULL	0    	0    	NULL	3    
35974	stefanobolli    	2.75    	NULL	NULL	31.64    	NULL	NULL	0    	0    	NULL	6    
35979	texwrapper    	1.64    	NULL	NULL	19.18    	NULL	NULL	0    	0    	NULL	1    
35980	bibgrep    	1.05    	NULL	NULL	25.69    	NULL	NULL	0    	0    	NULL	3    
35981	rubypod    	1.0    	NULL	NULL	18.44    	NULL	NULL	0    	0    	NULL	4    
35982	urluminator    	1.43    	NULL	NULL	22.32    	NULL	NULL	0    	0    	NULL	5    
35984	xqx    	1.0    	NULL	NULL	12.17    	NULL	NULL	0    	0    	NULL	0    
35985	nbase4    	1.42    	NULL	NULL	16.97    	NULL	NULL	0    	0    	NULL	1    
35987	wmbinclock    	2.77    	NULL	NULL	32.94    	NULL	NULL	0    	0    	NULL	6    
35996	peakomat    	22.64    	NULL	NULL	127.33    	NULL	NULL	0    	0    	NULL	13    
36000	contact_vcard_parse    	2.25    	NULL	NULL	43.27    	NULL	NULL	1    	1    	NULL	7    
36002	jxmlpad    	3.63    	NULL	NULL	30.33    	NULL	NULL	0    	0    	NULL	7    
36003	weewm    	1.76    	NULL	NULL	54.58    	NULL	NULL	1    	1    	NULL	8    
36004	rrfw    	1.05    	NULL	NULL	23.83    	NULL	NULL	0    	1    	NULL	7    
36007	hlife    	1.0    	NULL	NULL	28.91    	NULL	NULL	0    	0    	NULL	3    
36009	colloquy    	1.42    	NULL	NULL	27.57    	NULL	NULL	0    	0    	NULL	3    
36012	dockload    	1.0    	NULL	NULL	9.27    	NULL	NULL	0    	0    	NULL	1    
36018	v-q    	4.41    	NULL	NULL	101.51    	NULL	NULL	0    	0    	NULL	27    
36019	dvipng    	9.6    	NULL	NULL	140.84    	NULL	NULL	1    	1    	NULL	37    
36020	phpfiglet    	1.0    	NULL	NULL	40.48    	NULL	NULL	1    	1    	NULL	10    
36022	synergyosx    	7.2    	NULL	NULL	65.98    	NULL	NULL	3    	3    	NULL	13    
36023	pointless    	2.09    	NULL	NULL	61.65    	NULL	NULL	3    	3    	NULL	20    
36026	ranpwd    	1.93    	NULL	NULL	47.05    	NULL	NULL	0    	0    	NULL	5    
36033	sstp    	1.0    	NULL	NULL	9.0    	NULL	NULL	0    	0    	NULL	0    
36041	goben    	3.01    	NULL	NULL	40.64    	NULL	NULL	0    	0    	NULL	6    
36043	phpreport    	1.0    	NULL	NULL	69.64    	NULL	NULL	1    	1    	NULL	9    
36044	ltilib    	4.49    	NULL	NULL	107.83    	NULL	NULL	0    	0    	NULL	35    
36045	icewm-td    	3.04    	NULL	NULL	80.27    	NULL	NULL	2    	2    	NULL	8    
36046	nobleape    	20.75    	NULL	NULL	176.32    	NULL	NULL	0    	0    	NULL	28    
36047	jotm    	61.84    	NULL	NULL	14.56    	NULL	NULL	0    	0    	NULL	1    
36050	adamantix    	3.15    	NULL	NULL	142.93    	NULL	NULL	4    	5    	NULL	44    
36051	xsljoke    	1.41    	NULL	NULL	18.44    	NULL	NULL	0    	0    	NULL	4    
36053	spacewar    	1.77    	NULL	NULL	24.08    	NULL	NULL	0    	0    	NULL	4    
36054	newsmac    	1.81    	NULL	NULL	20.49    	NULL	NULL	1    	1    	NULL	5    
36058	windriverusb    	1.43    	NULL	NULL	43.06    	NULL	NULL	0    	0    	NULL	8    
36059	philer    	2.53    	NULL	NULL	39.04    	NULL	NULL	0    	0    	NULL	11    
36062	zidestore    	4.98    	NULL	NULL	90.75    	NULL	NULL	1    	1    	NULL	28    
36068	streambox    	1.0    	NULL	NULL	22.27    	NULL	NULL	0    	0    	NULL	3    
36070	discord    	1.0    	NULL	NULL	20.2    	NULL	NULL	0    	0    	NULL	2    
36074	rrshd    	1.76    	NULL	NULL	37.28    	NULL	NULL	0    	0    	NULL	9    
36080	mod_auth_aix    	2.38    	NULL	NULL	18.87    	NULL	NULL	0    	0    	NULL	3    
36084	webdatapro    	61.83    	NULL	NULL	20.2    	NULL	NULL	0    	0    	NULL	1    
36088	bmagic    	1.77    	NULL	NULL	41.5    	NULL	NULL	0    	0    	NULL	13    
36090	oopserver    	61.83    	NULL	NULL	32.37    	NULL	NULL	0    	0    	NULL	3    
36091	retail    	1.42    	NULL	NULL	22.76    	NULL	NULL	0    	0    	NULL	6    
36094	damnsmalllinux    	11.91    	NULL	NULL	338.28    	NULL	NULL	22    	22    	NULL	191    
36095	skalibs    	26.64    	NULL	NULL	214.33    	NULL	NULL	3    	3    	NULL	35    
36096	jamvm    	3.19    	NULL	NULL	92.95    	NULL	NULL	2    	2    	NULL	47    
36098	stormsiren    	2.77    	NULL	NULL	43.54    	NULL	NULL	0    	0    	NULL	23    
36099	womp    	61.82    	NULL	NULL	40.0    	NULL	NULL	0    	0    	NULL	7    
36101	connect-tunnel    	1.0    	NULL	NULL	45.72    	NULL	NULL	2    	2    	NULL	9    
36102	cm3s    	6.05    	NULL	NULL	93.7    	NULL	NULL	0    	0    	NULL	19    
36105	libmpc8xx    	1.42    	NULL	NULL	9.8    	NULL	NULL	0    	0    	NULL	0    
36107	ggi    	4.36    	NULL	NULL	140.96    	NULL	NULL	3    	3    	NULL	30    
36112	ssum    	1.0    	NULL	NULL	10.1    	NULL	NULL	0    	0    	NULL	1    
36113	booby    	6.82    	NULL	NULL	161.93    	NULL	NULL	14    	14    	NULL	94    
36115	vcd-plugins    	3.26    	NULL	NULL	74.22    	NULL	NULL	0    	0    	NULL	17    
36116	fortuneliddy    	61.82    	NULL	NULL	31.61    	NULL	NULL	0    	0    	NULL	2    
36119	pppcost    	1.77    	NULL	NULL	21.77    	NULL	NULL	0    	0    	NULL	2    
36120	phpexifrw    	3.18    	NULL	NULL	60.12    	NULL	NULL	1    	1    	NULL	12    
36121	phplib2smarty    	1.0    	NULL	NULL	19.13    	NULL	NULL	0    	0    	NULL	5    
36126	petri-net    	6.48    	NULL	NULL	82.13    	NULL	NULL	5    	7    	NULL	18    
36127	phpzeronet    	1.0    	NULL	NULL	36.17    	NULL	NULL	0    	0    	NULL	5    
36129	libqglviewer    	6.58    	NULL	NULL	105.6    	NULL	NULL	3    	3    	NULL	26    
36130	qdu    	2.12    	NULL	NULL	60.01    	NULL	NULL	1    	2    	NULL	12    
36132	zild    	2.1    	NULL	NULL	69.51    	NULL	NULL	0    	0    	NULL	7    
36134	ustl    	18.96    	NULL	NULL	141.1    	NULL	NULL	2    	2    	NULL	35    
36135	vendue    	1.94    	NULL	NULL	46.05    	NULL	NULL	0    	0    	NULL	6    
36137	jadc    	2.63    	NULL	NULL	43.02    	NULL	NULL	0    	0    	NULL	2    
36141	edict    	5.72    	NULL	NULL	57.45    	NULL	NULL	1    	1    	NULL	24    
36142	j2mevnc    	3.18    	NULL	NULL	168.46    	NULL	NULL	1    	1    	NULL	42    
36145	radiance    	6.49    	NULL	NULL	86.36    	NULL	NULL	0    	0    	NULL	21    
36146	lfwmail    	3.24    	NULL	NULL	73.89    	NULL	NULL	0    	0    	NULL	14    
36147	winbackup_pl    	1.0    	NULL	NULL	22.45    	NULL	NULL	0    	0    	NULL	8    
36149	cmsimple    	7.5    	NULL	NULL	314.99    	NULL	NULL	27    	32    	NULL	105    
36154	trita    	1.0    	NULL	NULL	13.08    	NULL	NULL	0    	0    	NULL	2    
36159	smartconnectionpool    	61.81    	NULL	NULL	9.33    	NULL	NULL	0    	0    	NULL	0    
36161	freesco    	61.81    	NULL	NULL	12.33    	NULL	NULL	0    	0    	NULL	3    
36167	anteater-ant    	1.49    	NULL	NULL	41.61    	NULL	NULL	0    	0    	NULL	2    
36168	scat    	1.74    	NULL	NULL	26.98    	NULL	NULL	0    	0    	NULL	13    
36170	createccdb    	1.0    	NULL	NULL	14.7    	NULL	NULL	0    	0    	NULL	0    
36171	skoosh    	1.8    	NULL	NULL	12.96    	NULL	NULL	0    	0    	NULL	2    
36173	simpleforum    	1.92    	NULL	NULL	41.16    	NULL	NULL	1    	1    	NULL	6    
36177	stmpclean    	1.43    	NULL	NULL	40.47    	NULL	NULL	2    	2    	NULL	5    
36182	benmp3    	2.12    	NULL	NULL	27.11    	NULL	NULL	0    	2    	NULL	4    
36184	fontconfig    	3.51    	NULL	NULL	184.93    	NULL	NULL	1    	1    	NULL	75    
36185	xephyrus-fileupload    	1.44    	NULL	NULL	15.03    	NULL	NULL	0    	0    	NULL	1    
36186	kfte    	1.41    	NULL	NULL	25.98    	NULL	NULL	0    	0    	NULL	2    
36187	agar    	9.22    	NULL	NULL	104.31    	NULL	NULL	1    	1    	NULL	19    
36195	hlan    	1.0    	NULL	NULL	8.94    	NULL	NULL	0    	0    	NULL	0    
36197	mmbase    	5.69    	NULL	NULL	80.97    	NULL	NULL	3    	3    	NULL	21    
36198	phpmysqldiff    	3.06    	NULL	NULL	85.59    	NULL	NULL	2    	2    	NULL	36    
36199	iometer    	2.15    	NULL	NULL	90.5    	NULL	NULL	1    	1    	NULL	20    
36201	gnome-cherokee    	2.01    	NULL	NULL	28.3    	NULL	NULL	0    	0    	NULL	2    
36202	debianguide    	1.42    	NULL	NULL	56.6    	NULL	NULL	1    	1    	NULL	11    
36203	sid-ids    	4.09    	NULL	NULL	67.25    	NULL	NULL	0    	0    	NULL	33    
36208	phpki    	3.46    	NULL	NULL	66.45    	NULL	NULL	0    	0    	NULL	31    
36210	jscroll    	1.0    	NULL	NULL	28.28    	NULL	NULL	0    	0    	NULL	7    
36213	perl-obfus    	8.31    	NULL	NULL	78.42    	NULL	NULL	1    	18    	NULL	10    
36218	op_pngencoder    	61.79    	NULL	NULL	14.63    	NULL	NULL	0    	0    	NULL	0    
36219	tanal    	4.42    	NULL	NULL	66.41    	NULL	NULL	1    	1    	NULL	34    
36220	w3pw    	1.93    	NULL	NULL	31.75    	NULL	NULL	1    	1    	NULL	11    
36223	pcds    	3.24    	NULL	NULL	49.36    	NULL	NULL	0    	0    	NULL	28    
36228	lwatch    	6.61    	NULL	NULL	92.41    	NULL	NULL	1    	1    	NULL	27    
36231	cbmoc    	1.74    	NULL	NULL	9.0    	NULL	NULL	0    	0    	NULL	0    
36232	jrnull    	1.74    	NULL	NULL	23.66    	NULL	NULL	0    	0    	NULL	7    
36233	snapshot    	2.47    	NULL	NULL	46.28    	NULL	NULL	0    	1    	NULL	16    
36234	tumble    	1.47    	NULL	NULL	68.5    	NULL	NULL	2    	2    	NULL	11    
36235	soapbox    	2.26    	NULL	NULL	38.07    	NULL	NULL	0    	0    	NULL	6    
36239	superproxysystem    	61.78    	NULL	NULL	27.06    	NULL	NULL	1    	1    	NULL	2    
36241	ltools    	2.15    	NULL	NULL	166.88    	NULL	NULL	1    	1    	NULL	49    
36242	tentakel    	3.51    	NULL	NULL	116.94    	NULL	NULL	1    	1    	NULL	42    
36245	cheeseindigestion    	1.42    	NULL	NULL	8.37    	NULL	NULL	1    	1    	NULL	0    
36246	kgi    	1.0    	NULL	NULL	23.37    	NULL	NULL	2    	2    	NULL	13    
36248	iben    	1.0    	NULL	NULL	8.66    	NULL	NULL	0    	0    	NULL	0    
36252	gmencoder    	2.26    	NULL	NULL	48.93    	NULL	NULL	1    	1    	NULL	18    
36254	konversation    	10.92    	NULL	NULL	102.09    	NULL	NULL	12    	12    	NULL	26    
36256	hatari    	6.27    	NULL	NULL	60.5    	NULL	NULL	4    	4    	NULL	14    
36258	pks    	1.0    	NULL	NULL	25.98    	NULL	NULL	0    	0    	NULL	14    
36260	gm4lin    	8.09    	NULL	NULL	31.32    	NULL	NULL	0    	0    	NULL	2    
36262	tbasm    	1.0    	NULL	NULL	34.57    	NULL	NULL	0    	0    	NULL	4    
36263	iabc    	1.6    	NULL	NULL	34.07    	NULL	NULL	0    	0    	NULL	8    
36264	vitalebay    	1.0    	NULL	NULL	21.56    	NULL	NULL	0    	0    	NULL	2    
36266	mod_authn_dbi    	1.82    	NULL	NULL	44.35    	NULL	NULL	1    	1    	NULL	6    
36271	waimeaconfig    	2.01    	NULL	NULL	24.12    	NULL	NULL	0    	0    	NULL	2    
36274	emutos    	2.16    	NULL	NULL	21.56    	NULL	NULL	2    	2    	NULL	4    
36277	ttchess    	1.45    	NULL	NULL	9.17    	NULL	NULL	0    	0    	NULL	0    
36282	gwget    	5.03    	NULL	NULL	47.05    	NULL	NULL	1    	1    	NULL	26    
36283	creox    	1.42    	NULL	NULL	51.23    	NULL	NULL	0    	0    	NULL	20    
36284	flighttrack    	2.02    	NULL	NULL	36.19    	NULL	NULL	0    	0    	NULL	4    
